,accuracy,permutation_specific_accuracies,accuracies,best_ordering,sigma
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[63.725490196078425, 57.51633986928104, 63.39869281045751, 63.0718954248366, 63.0718954248366, 61.43790849673203, 61.76470588235294, 62.41830065359477, 62.745098039215684]",,,
"({'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 64.37908496732027, 63.725490196078425, 63.39869281045751, 63.725490196078425, 62.091503267973856, 62.41830065359477, 62.41830065359477, 62.745098039215684]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[59.47712418300654, 68.62745098039215, 66.66666666666666, 64.70588235294117, 64.37908496732027, 63.0718954248366, 63.725490196078425, 64.70588235294117, 60.130718954248366]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[63.0718954248366, 65.359477124183, 63.0718954248366, 61.43790849673203, 61.43790849673203, 61.43790849673203, 61.76470588235294, 63.725490196078425, 59.80392156862745]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[64.70588235294117, 59.80392156862745, 62.091503267973856, 60.78431372549019, 61.43790849673203, 61.76470588235294, 61.76470588235294, 63.725490196078425, 59.80392156862745]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[60.45751633986928, 66.66666666666666, 65.359477124183, 63.39869281045751, 62.091503267973856, 61.43790849673203, 61.43790849673203, 63.39869281045751, 59.80392156862745]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[64.37908496732027, 61.43790849673203, 62.41830065359477, 61.111111111111114, 62.091503267973856, 61.76470588235294, 61.43790849673203, 63.39869281045751, 59.80392156862745]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[61.76470588235294, 63.0718954248366, 73.52941176470588, 72.54901960784314, 68.30065359477125, 67.64705882352942, 65.0326797385621, 64.05228758169935, 58.82352941176471]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[59.150326797385624, 62.091503267973856, 72.22222222222221, 71.24183006535948, 68.30065359477125, 67.3202614379085, 64.37908496732027, 63.725490196078425, 58.496732026143796]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[62.41830065359477, 64.05228758169935, 74.18300653594771, 74.18300653594771, 70.91503267973856, 69.93464052287581, 66.66666666666666, 64.37908496732027, 58.496732026143796]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 61.111111111111114, 73.8562091503268, 73.8562091503268, 70.91503267973856, 69.93464052287581, 66.66666666666666, 64.37908496732027, 58.496732026143796]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[59.80392156862745, 62.745098039215684, 75.49019607843137, 74.83660130718954, 70.26143790849673, 68.95424836601308, 65.359477124183, 63.725490196078425, 58.16993464052288]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.78431372549019, 63.725490196078425, 75.16339869281046, 75.49019607843137, 70.91503267973856, 69.93464052287581, 65.359477124183, 63.725490196078425, 58.16993464052288]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[63.725490196078425, 68.30065359477125, 64.37908496732027, 64.37908496732027, 63.0718954248366, 60.130718954248366, 59.80392156862745, 59.47712418300654, 56.86274509803921]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[64.05228758169935, 62.745098039215684, 62.41830065359477, 62.745098039215684, 62.091503267973856, 58.82352941176471, 59.150326797385624, 59.47712418300654, 56.86274509803921]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[62.745098039215684, 65.68627450980392, 61.43790849673203, 61.43790849673203, 62.41830065359477, 61.43790849673203, 60.78431372549019, 59.80392156862745, 57.18954248366013]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.130718954248366, 64.05228758169935, 61.43790849673203, 61.43790849673203, 62.091503267973856, 61.43790849673203, 60.78431372549019, 59.80392156862745, 57.18954248366013]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[65.0326797385621, 61.76470588235294, 62.745098039215684, 62.745098039215684, 61.76470588235294, 59.150326797385624, 58.496732026143796, 58.496732026143796, 56.209150326797385]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[59.80392156862745, 67.64705882352942, 64.70588235294117, 63.0718954248366, 62.41830065359477, 59.47712418300654, 58.496732026143796, 58.496732026143796, 56.209150326797385]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[60.78431372549019, 68.62745098039215, 66.99346405228758, 65.68627450980392, 64.70588235294117, 63.725490196078425, 62.745098039215684, 63.0718954248366, 59.80392156862745]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[62.41830065359477, 62.745098039215684, 63.39869281045751, 63.39869281045751, 63.0718954248366, 62.41830065359477, 61.76470588235294, 62.745098039215684, 59.80392156862745]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[60.45751633986928, 69.93464052287581, 70.58823529411765, 66.66666666666666, 66.66666666666666, 65.0326797385621, 63.725490196078425, 63.39869281045751, 60.130718954248366]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.45751633986928, 70.91503267973856, 71.56862745098039, 67.97385620915033, 67.64705882352942, 65.0326797385621, 63.0718954248366, 63.0718954248366, 60.130718954248366]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[63.39869281045751, 62.745098039215684, 63.39869281045751, 63.39869281045751, 63.39869281045751, 61.76470588235294, 59.80392156862745, 60.45751633986928, 59.47712418300654]",,,
"({'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'KNeighborsClassifier()'})",,"[60.78431372549019, 62.745098039215684, 64.05228758169935, 63.725490196078425, 64.05228758169935, 62.091503267973856, 59.80392156862745, 60.45751633986928, 59.47712418300654]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[62.745098039215684, 65.0326797385621, 57.84313725490197, 57.51633986928104, 56.5359477124183, 55.88235294117647, 55.88235294117647, 54.90196078431373, 58.16993464052288]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[59.80392156862745, 61.76470588235294, 57.18954248366013, 56.86274509803921, 55.88235294117647, 55.22875816993464, 55.55555555555556, 54.57516339869281, 58.16993464052288]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[63.0718954248366, 63.39869281045751, 57.18954248366013, 57.18954248366013, 56.86274509803921, 56.209150326797385, 55.55555555555556, 54.57516339869281, 57.84313725490197]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[66.01307189542483, 59.80392156862745, 56.86274509803921, 56.86274509803921, 56.5359477124183, 55.88235294117647, 55.55555555555556, 54.57516339869281, 57.84313725490197]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[59.80392156862745, 63.0718954248366, 57.18954248366013, 57.18954248366013, 57.18954248366013, 56.5359477124183, 55.55555555555556, 54.57516339869281, 57.84313725490197]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'NLP', 'name': 'NLP_Classifier()'})",,"[64.05228758169935, 57.51633986928104, 57.18954248366013, 57.18954248366013, 57.18954248366013, 56.5359477124183, 55.55555555555556, 54.57516339869281, 57.84313725490197]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[62.41830065359477, 66.99346405228758, 68.30065359477125, 67.97385620915033, 67.97385620915033, 67.97385620915033, 67.64705882352942, 66.66666666666666, 67.97385620915033]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'})",,"[59.47712418300654, 65.359477124183, 68.30065359477125, 67.97385620915033, 67.97385620915033, 67.97385620915033, 67.64705882352942, 66.66666666666666, 67.97385620915033]",,,
"({'type': 'BOS', 'name': 'KNeighborsClassifier()'}, {'type': 'NLP', 'name': 'NLP_Classifier()'}, {'type': 'BOS', 'name': 'GradientBoostingClassifier(random_state=100)'}, {'type': 'TSC', 'name': 'TSC_1NN(metric = distance.euclidean)'}, {'type': 'BOS', 'name': 'RandomForestClassifier(1000, random_state=100)'})",,"[62.745098039215684, 69.28104575163398, 69.6078431372549, 68.95424836601308, 68.95424836601308, 69.28104575163398, 68.62745098039215, 66.66666666666666, 68.30065359477125]",,,
